"","�..eventid","iyear","imonth","iday","approxdate","extended","resolution","country","country_txt","region","region_txt","provstate","city","latitude","longitude","specificity","vicinity","location","summary","crit1","crit2","crit3","doubtterr","alternative","alternative_txt","multiple","success","suicide","attacktype1","attacktype1_txt","attacktype2","attacktype2_txt","attacktype3","attacktype3_txt","targtype1","targtype1_txt","targsubtype1","targsubtype1_txt","corp1","target1","natlty1","natlty1_txt","targtype2","targtype2_txt","targsubtype2","targsubtype2_txt","corp2","target2","natlty2","natlty2_txt","targtype3","targtype3_txt","targsubtype3","targsubtype3_txt","corp3","target3","natlty3","natlty3_txt","gname","gsubname","gname2","gsubname2","gname3","ingroup","ingroup2","ingroup3","gsubname3","motive","guncertain1","guncertain2","guncertain3","nperps","nperpcap","claimed","claimmode","claimmode_txt","claim2","claimmode2","claimmode2_txt","claim3","claimmode3","claimmode3_txt","compclaim","weaptype1","weaptype1_txt","weapsubtype1","weapsubtype1_txt","weaptype2","weaptype2_txt","weapsubtype2","weapsubtype2_txt","weaptype3","weaptype3_txt","weapsubtype3","weapsubtype3_txt","weaptype4","weaptype4_txt","weapsubtype4","weapsubtype4_txt","weapdetail","nkill","nkillus","nkillter","nwound","nwoundus","nwoundte","property","propextent","propextent_txt","propvalue","propcomment","ishostkid","nhostkid","nhostkidus","nhours","ndays","divert","kidhijcountry","ransom","ransomamt","ransomamtus","ransompaid","ransompaidus","ransomnote","hostkidoutcome","hostkidoutcome_txt","nreleased","addnotes","scite1","scite2","scite3","dbsource","INT_LOG","INT_IDEO","INT_MISC","INT_ANY","related"
"97856",201009030001,2010,9,3,"",0,"",153,"Pakistan",6,"South Asia","Balochistan","Quetta",30.182125,67.000517,1,0,"","09/03/2010: On Friday, in Quetta, Balochistan, Pakistan, a suicide bomber detonated an improvised explosive device targeting a Shiite Muslim rally, killing 65 civilians including one media worker, wounding 150 civilians including six media workers, and causing an unknown amount of property damage. The Tehrik-i-Taliban Pakistan (TTP) and Lashkar i Jhangvi both claimed responsibility.",1,1,1,0,NA,".",0,1,1,3,"Bombing/Explosion",NA,".",NA,".",14,"Private Citizens & Property",69,"Religion Identified","","Shiite Muslim gathered at a rally",153,"Pakistan",NA,".",NA,".","","",NA,".",NA,".",NA,".","","",NA,".","Tehrik-i-Taliban Pakistan (TTP)","","Lashkar-e-Jhangvi","","",20442,1092,NA,"","The specific motive for the attack is unknown.",0,0,NA,1,0,1,10,"Unknown",1,10,"Unknown",NA,NA,".",0,6,"Explosives/Bombs/Dynamite",13,"Suicide (carried bodily by human being)",NA,".",NA,".",NA,".",NA,".",NA,".",NA,".","An improvised explosive device was used in the attack.",66,0,1,150,0,0,1,3,"Minor (likely < $1 million)",NA,"The attack caused an unknown amount of property damage.",0,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,"",NA,".",NA,"The available sources listed the injuries for this attack from 150 to 200, and because no majority figures were reported, the lowest proferred casualty figures were used in order to preserve statistical accuracy in the database.","Press TV, “Pakistan Bombing Death Toll Hits 65,” http://www.presstv.ir/detail/141213.html (September 4, 2010).","National Counterterrorism Center, ""Sixty-Six Civilians, One Media Worker Killed, 179 Civilians, Six Media Workers Wounded in Suicide IED Attack in Quetta, Balochistan, Pakistan,"" Worldwide Incidents Tracking System, January 6, 2011.","Abdul Sattar, “Death Toll Rises to 65 in Attack on Pakistanis,” LexisNexis Academic, Associated Press of Pakistan, September 4, 2010.","ISVG",0,0,0,0,""
"97857",201009030002,2010,9,3,"",0,"",153,"Pakistan",6,"South Asia","Khyber Pakhtunkhwa","Mardan",34.416681,71.92459,1,0,"At a worship place in Mardan, Khyber Pakhtunkhwa, Pakistan.","09/03/2010: On Friday, on Canal Road in the Muslimabad area of Mardan, Khyber Pakhtunkhwa, Pakistan, a suicide bomber attacked a house of worship for Ahmedis, a religious minority group, killing two and wounding four others. Security guards at the gate of the house of worship tried to stop two suspicious persons from entering the building but one of them exploded his suicide jacket. The blast killed both the bomber and a guard while the other suspect managed to escape. The explosion caused the walls of the temple to fall. No group claimed responsibility for the attack but the government blamed Taliban militants.",1,1,1,0,NA,".",0,1,1,3,"Bombing/Explosion",NA,".",NA,".",15,"Religious Figures/Institutions",86,"Place of Worship","","A  house of worship for Ahmedis, a religious minority group,",153,"Pakistan",NA,".",NA,".","","",NA,".",NA,".",NA,".","","",NA,".","Tehrik-i-Taliban Pakistan (TTP)","","","","",20442,NA,NA,"","The specific motive for the attack is unknown.",1,NA,NA,2,0,0,NA,".",NA,NA,".",NA,NA,".",NA,6,"Explosives/Bombs/Dynamite",13,"Suicide (carried bodily by human being)",NA,".",NA,".",NA,".",NA,".",NA,".",NA,".","An improvised explosive device was used in the attack.",2,0,1,4,0,0,1,3,"Minor (likely < $1 million)",NA,"The attack caused an unknown amount of property damage to the temple.",0,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,"",NA,".",NA,"The available sources listed the injuries for this attack from four to six, and because no majority figures were reported, the lowest proferred casualty figures were used in order to preserve statistical accuracy in the database.","Zhang Xiang, “Suicide Bomber Kills Three at Minority Worship Place in NW Pakistan,” Xinhua News Agency, September 3, 2010, http://news.xinhuanet.com/english2010/world/2010-09/03/c_13477205.htm.","South Asia Terrorism Portal, “Two Persons Including a Policeman Killed in Khyber Pakhtunkhwa,” http://www.satp.org/satporgtp/countries/pakistan/timeline/2010.htm (September 4, 2010).","National Counterterrorism Center, ""One Civilian Killed, Four Others Wounded in Suicide Improvised Explosive Device Attack in Mardan, Khyber Pakhtunkhwa, Pakistan,"" Worldwide Incidents Tracking System, January 11, 2011.","ISVG",0,0,0,0,""
"97953",201009070021,2010,9,7,"",0,"",153,"Pakistan",6,"South Asia","Khyber Pakhtunkhwa","Kohat",33.583401,71.433219,1,0,"At a police residential complex in Kohat, Khyber Pakhtunkwa, Pakistan.","09/07/2010: On Tuesday night, in Kohat, Khyber Pakhtunkwa, Pakistan, an unidentified suicide bomber drove their vehicle-borne improvised explosive device into a police residential complex, killing 18 civilians and children and two police officers, injuring 80 civilians, children, and police officers, and damaging approximately 35 residences, 15 shops and markets located in nearby Tirrah Bazaar, and several mosques, schools, markets, gas stations, and a TV station. No group claimed responsibility.",1,1,1,0,NA,".",0,1,1,3,"Bombing/Explosion",NA,".",NA,".",3,"Police",22,"Police Building (headquarters, station, school)","Kohat Law Enforcement","A police residential complex was targeted in the attack.",153,"Pakistan",NA,".",NA,".","","",NA,".",NA,".",NA,".","","",NA,".","Unknown","","","","",-9,NA,NA,"","The specific motive for the attack is unknown.",0,NA,NA,1,0,0,NA,".",NA,NA,".",NA,NA,".",NA,6,"Explosives/Bombs/Dynamite",15,"Vehicle",NA,".",NA,".",NA,".",NA,".",NA,".",NA,".","A remotely detonated explosive-laden vehicle was used in the attack.",20,0,0,80,0,0,1,3,"Minor (likely < $1 million)",NA,"The attack caused an unknown amount of property damage to the complex.",0,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,"",NA,".",NA,"The available sources listed the fatalities for this attack from 18 to 22, and the injuries for this attack from 80 to 94, and because no majority figures were reported, the lowest proferred casualty figures were used in order to preserve statistical accuracy in the database.","Jane’s Intelligence, “SVIED Attack Kills 22 In Pakistan's Kohat,” Terrorism Watch Report, Nation, September 8, 2010.","Yan, “Huge Suicide Bomb Blast Kills 23 in NW Pakistan,” Xinhua News Agency, September 8, 2011, http://news.xinhuanet.com/english2010/world/2010-09/08/c_13483500.htm.","National Counterterrorism Center, ""Eighteen Civilians and Children, Two Police Officers Killed, 94 Civilians, Children, and Police Injured in VBIED Attack in Kohat, Khyber Pakhtunkhwa, Pakistan,"" Worldwide Incidents Tracking System, January 6, 2011.","ISVG",-9,-9,0,-9,""
"97980",201009090007,2010,9,9,"",0,"",153,"Pakistan",6,"South Asia","Balochistan","Quetta",30.182125,67.000517,1,0,"","09/09/2010: On Thursday, in Quetta, Balochistan, Pakistan, a suicide bomber entered the residence of the Balochistan Finance Minister, Mir Asim Kurd, and detonated the improvised explosive device strapped to his body, killing two civilians, two security guards (Abdul Salam and Gul Zaman), and one domestic employee (Takri Muhammad Usman); injuring five civilians, and damaging the residence and one vehicle. No group claimed responsibility.",1,1,1,0,NA,".",0,0,1,1,"Assassination",NA,".",NA,".",2,"Government (General)",18,"Government Personnel (excluding police, military)","Balochistan Finance Minister","The residence of the Balochistan Finance Minister, Mir Asim Kurd,",153,"Pakistan",NA,".",NA,".","","",NA,".",NA,".",NA,".","","",NA,".","Unknown","","","","",-9,NA,NA,"","The specific motive for the attack is unknown.",0,NA,NA,1,0,0,NA,".",NA,NA,".",NA,NA,".",NA,6,"Explosives/Bombs/Dynamite",13,"Suicide (carried bodily by human being)",NA,".",NA,".",NA,".",NA,".",NA,".",NA,".","An improvised explosive device was used in the attack.",6,0,1,5,0,0,1,3,"Minor (likely < $1 million)",NA,"The attack caused an unknown amount of property damage to the residence and one vehicle.",0,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,"",NA,".",NA,"","Reuters, “Bomb Blast Kills 10 in Pakistan Tribal Region,” Reuters, September 9, 2010, http://www.alertnet.org/thenews/newsdesk/SGE6880E4.htm.","Press TV, ""Two Killed in Pakistan Explosion,"" http://www.presstv.ir/detail/141820.html (September 9, 2010).","Press TV, ""Pak Minister Escapes Deadly Car Bomb,"" http://www.presstv.ir/detail/141928.html (September 10, 2010).","ISVG",-9,-9,0,-9,""
"98439",201010070014,2010,10,7,"",0,"",153,"Pakistan",6,"South Asia","Sindh","Karachi",24.853185,67.016672,1,0,"In in the Cliffton Area of Saddar Town, Karachi, Sindh, Pakistan.","10/07/2010: On Thursday afternoon at 1700, at the Abdullah Shah Ghazi shrine in the Cliffton Area of Saddar Town, Karachi, Pakistan, at the Abdullah Shah Ghazi shrine, at least eight were killed and 64 injured when a suicide bomber detonated his explosives while another threw a hand grenade. The explosion caused an unknown amount of property damage. Badshah Khan was identified as one of the suicide bombers and the Tehrik-i-Taliban-Pakistan claimed responsibility for the attack.",1,1,1,0,NA,".",0,1,1,3,"Bombing/Explosion",NA,".",NA,".",14,"Private Citizens & Property",80,"Memorial/Cemetery/Monument","","Civilians",153,"Pakistan",NA,".",NA,".","","",NA,".",NA,".",NA,".","","",NA,".","Tehrik-i-Taliban Pakistan (TTP)","","","","",20442,NA,NA,"","The specific motive for the attack is unknown.",0,NA,NA,2,0,1,8,"Personal claim",NA,NA,".",NA,NA,".",NA,6,"Explosives/Bombs/Dynamite",13,"Suicide (carried bodily by human being)",6,"Explosives/Bombs/Dynamite",7,"Grenade",NA,".",NA,".",NA,".",NA,".","Two suicide belts weighing one to three and four to five kilos, respectively, and a grenade were used in the attack.",9,0,1,64,0,0,1,3,"Minor (likely < $1 million)",NA,"The attack caused an unknown amount of property damage to the shrine.",0,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,"",NA,".",NA,"The available sources listed the fatalities for this attack from 8 to 14, and the injuries for this attack from 64 to 70, and because no majority figures were reported, the lowest proferred casualty figures were used in order to preserve statistical accuracy in the database.","Agence France Presse, “Nine Killed in Pakistan Shrine Bombing,” World News Connection, October 8, 2010.","Dawn, “Grenade Caused Second Blast at Shrine`,” Dawn, December 9, 2010, http://www.dawn.com/2010/12/09/grenade-caused-second-blast-at-shrine.html.","","ISVG",0,0,0,0,""
"98819",201011050010,2010,11,5,"",0,"",153,"Pakistan",6,"South Asia","Federally Administered Tribal Areas","Darra Adam Khel",33.694214,71.496152,1,0,"","11/05/2010: On Friday afternoon, in Dara Adam Khel, Khyber Pakhtunkhwa, Pakistan, in an attack organized by the Tariq Afridi group for retaliation against the murder of four of their men killed by the Momin Afridi faction, a suicide bomber detonated his explosives in a mosque during the Friday prayers killing 95 people and wounding 27, as well as tearing the roof off the main hall. Tariq Afridi group, which is part of the Tehrik-e-Taliban Pakistan (TTP), claimed responsibility.",0,1,1,1,3,"Intra/Inter-group Conflict",0,1,1,3,"Bombing/Explosion",NA,".",NA,".",15,"Religious Figures/Institutions",86,"Place of Worship","","A mosque was targeted in the attack.",153,"Pakistan",NA,".",NA,".","","",NA,".",NA,".",NA,".","","",NA,".","Tehrik-i-Taliban Pakistan (TTP)","Tariq Afridi group","","","",20442,NA,NA,"","The specific motive for the attack was retaliation for the murder of four Tehrik-e-Taliban militants by the Momin Afridi faction.",0,NA,NA,1,0,1,8,"Personal claim",NA,NA,".",NA,NA,".",NA,6,"Explosives/Bombs/Dynamite",13,"Suicide (carried bodily by human being)",NA,".",NA,".",NA,".",NA,".",NA,".",NA,".","An improvised explosive device was used in the attack.",96,0,1,27,0,0,1,3,"Minor (likely < $1 million)",NA,"The attack caused an unknown amount of property damage to the mosque.",0,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,"",NA,".",NA,"The most recent available sources listed the fatalities for this attack from 60 to 95, so the majority casualty figures have been used in order to preserve statistical accuracy in the database. The available sources listed the injuries for this attack from 27 to 80, and because no majority figures were reported, the lowest proferred casualty figures were used in order to preserve statistical accuracy in the database.","Wang Guanqun, “Death Toll in Mosque Attack Reaches 95 in Pakistan,” Xinhua News Agency, November 6, 2010, http://news.xinhuanet.com/english2010/world/2010-11/06/c_13593991.htm.","South Asia Terrorism Portal, ""Three Militants Killed in Encounter in Khyber Pakhtunkhwa,"" Daily Times, http://www.satp.org/satporgtp/detailed_news3.asp?date3=2010%2F11%2F7 (November 7, 2010).","Sify, ""Two Militant Groups Infighting Led to Suicide Bombing at Darra Adamkhel Mosque,"" http://www.sify.com/news/two-militant-groups-infighting-led-to-suicide-bombing-at-darra-adamkhel-mosque-news-international-klgqEggajfj.html (November 6, 2010).","ISVG",0,0,0,0,""
"98943",201011140001,2010,11,14,"",0,"",153,"Pakistan",6,"South Asia","Federally Administered Tribal Areas","South Waziristan district",32.320237,69.859741,3,0,"In a  fruit market in Shakai village, South Waziristan, Federally Administered Tribal Areas, Pakistan.","11/14/2010: On Sunday, in a fruit market in Shakai village, South Waziristan, Federally Administered Tribal Areas, Pakistan, a member of the Shakai Peace Committee, Nazirullah, was killed and eight others were wounded when a suicide bomber detonated his device as committee members tried to arrest him. Peace committee chief, Tehsil Khan, was the intended target. No damages were reported and no group claimed responsibility.",1,1,1,0,NA,".",0,0,1,1,"Assassination",NA,".",NA,".",3,"Police",NA,".","Shakai Peace Committee","Shakai Peace Committee chief, Tehsil Khan, was targeted in the attack.",153,"Pakistan",NA,".",NA,".","","",NA,".",NA,".",NA,".","","",NA,".","Unknown","","","","",-9,NA,NA,"","The specific motive for the attack is unknown.",0,NA,NA,1,0,0,NA,".",NA,NA,".",NA,NA,".",NA,6,"Explosives/Bombs/Dynamite",13,"Suicide (carried bodily by human being)",NA,".",NA,".",NA,".",NA,".",NA,".",NA,".","An improvised explosive device was used in the attack.",2,0,1,8,0,0,0,NA,".",NA,"",0,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,"",NA,".",NA,"The most recent available sources listed the injuries for this attack from right to nine, so the majority casualty figures have been used in order to preserve statistical accuracy in the database.","Jane’s Intelligence, “Suicide Bomb Attack Kills One in Pakistan's South Waziristan,” Terrorism Watch Report, Associated Press of Pakistan, November 15, 2010.","South Asia Terrorism Portal, ""Suicide Bomber Kills One Person in FATA,"" Dawn, http://www.satp.org/satporgtp/detailed_news3.asp?date3=2010%2F11%2F15#1 (November 15, 2010).","Daily Times, “Suicide Bomber Kills One, Injures Eight in SWA,” Daily Times, November 15, 2010, http://www.dailytimes.com.pk/default.asp?page=2010%5C11%5C15%5Cstory_15-11-2010_pg7_14.","ISVG",-9,-9,0,-9,""
"99246",201012060002,2010,12,6,"",0,"",153,"Pakistan",6,"South Asia","Federally Administered Tribal Areas","Mohmand district",34.565494,71.477429,3,0,"In Ghalanai, Mohmand, Federally Administered Tribal Areas, Pakistan.","12/06/2010: On Monday, in Ghalanai, Mohmand, Federally Administered Tribal Areas, Pakistan, two suicide bombers riding motorcycles struck a government office, where over 100 tribal elders were meeting, leaving at least 50 people dead and 60 injured. The office and several other buildings were also destroyed in the attack. Two slain tribal elders were identified as Malik Salim Khan and Malik Kachkol. Two local journalists, Muhammad Pervez and Wahab, who were covering the tribal jirga, were also killed in the blasts. The chief Tehrik-e-Taliban Pakistan (TTP), Omar Khalid, claimed responsibility for the attack. ""Our two suicide bombers targeted people who were working against the Taliban. Those who will work against us and make lashkars (tribal militias) or peace committees will be targeted. Our war is to enforce Sharia (Islamic law) and anyone who hinders our way or sides with America will meet the same fate,"" Khalid said.",1,1,1,0,NA,".",0,1,1,3,"Bombing/Explosion",NA,".",NA,".",14,"Private Citizens & Property",67,"Unnamed Civilian/Unspecified","","Tribal elders",153,"Pakistan",NA,".",NA,".","","",NA,".",NA,".",NA,".","","",NA,".","Tehrik-i-Taliban Pakistan (TTP)","","","","",20442,NA,NA,"","The specific motive for the attack was punishment against people working against the Taliban.",0,NA,NA,2,0,1,2,"Call (post-incident)",NA,NA,".",NA,NA,".",NA,6,"Explosives/Bombs/Dynamite",15,"Vehicle",NA,".",NA,".",NA,".",NA,".",NA,".",NA,".","A suicide improvised explosive device was used in the attack.",52,0,2,60,0,0,1,3,"Minor (likely < $1 million)",NA,"The attack caused an unknown amount of property damage to the office and other buildings.",0,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,"",NA,".",NA,"The most recent available sources listed the fatalities for this attack from 40 to 50, so the majority casualty figures have been used in order to preserve statistical accuracy in the database. The available sources listed the injuries for this attack from 60 to 120, and because no majority figures were reported, the lowest proferred casualty figures were used in order to preserve statistical accuracy in the database.","Press TV, ""Twin Bombs Kill 50 People in Pakistan,"" http://www.presstv.ir/detail/154138.html (December 6, 2010).","Xiong Tong, “Fifty Die in Twin Taliban Suicide Attacks in Pakistan: Official,” Xinhua News Agency, December 6, 2010, http://news.xinhuanet.com/english2010/world/2010-12/06/c_13637481.htm.","Agence France Presse, “Twin Suicide Attack Kills 40 at Pakistan Anti-Taliban Mee,” LexisNexis Academic, Agence France Presse, December 7, 2010.","ISVG",0,0,0,0,""
"99269",201012070016,2010,12,7,"",0,"",153,"Pakistan",6,"South Asia","Balochistan","Quetta",30.182125,67.000517,1,1,"On Sariab road near Quetta, Balochistan, Pakistan.","12/07/2010: On Tuesday, near Quetta, Balochistan, Pakistan, a suicide bomb exploded on Sariab road targeting the convoy of the chief minister of Pakistan, Aslam Khan Raisani, killing one and wounding nine other security personnel including constable mohammad Iqbal, but Raisani was not injured in the attack. Two vehicles of the convoy were slightly damaged. No group claimed responsibility.",1,1,1,0,NA,".",0,0,1,1,"Assassination",NA,".",NA,".",2,"Government (General)",18,"Government Personnel (excluding police, military)","Pakistani Government","The chief minister of Pakistan, Aslam Khan Raisani, was targeted in the attack.",153,"Pakistan",NA,".",NA,".","","",NA,".",NA,".",NA,".","","",NA,".","Unknown","","","","",-9,NA,NA,"","The specific motive for the attack is unknown.",0,NA,NA,1,0,0,NA,".",NA,NA,".",NA,NA,".",NA,6,"Explosives/Bombs/Dynamite",13,"Suicide (carried bodily by human being)",NA,".",NA,".",NA,".",NA,".",NA,".",NA,".","A suicide improvised explosive device was used in the attack.",2,0,1,9,0,0,1,3,"Minor (likely < $1 million)",NA,"The attack caused an unknown amount of property damage to two vehicles.",0,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,"",NA,".",NA,"The most recent available sources listed the fatalities for this attack from zero to one, and the injuries for this attack from nine to 10, so the majority casualty figures have been used in order to preserve statistical accuracy in the database.","Press TV, ""Pakistani Official Escapes Bomb Attack,"" http://www.presstv.ir/detail/154298.html (December 7, 2010).","Fang Yang, “Chief Minister Escapes Suicide Attack in SW Pakistan,” Xinhua News Agency, December 7, 2010, http://news.xinhuanet.com/english2010/world/2010-12/07/c_13638659.htm.","Reuters, “FACTBOX-Security Developments in Pakistan, Dec. 7,” Reuters, December 7, 2010, http://www.trust.org/alertnet/news/factbox-security-developments-in-pakistan-dec-7/.","ISVG",-9,-9,0,-9,""
"99278",201012080007,2010,12,8,"",0,"",153,"Pakistan",6,"South Asia","Khyber Pakhtunkhwa","Kohat",33.583401,71.433219,1,0,"At Tirah Bazaar in Kohat, Khyber Pakthunkhwa, Pakistan.","12/08/2010: On Wednesday, at Tirah bazaar in Kohat, Khyber Pakhtunkhwa, Pakistan, a teenage boy blew himself up at a bus station in front of a barber shop as he was near a bus full of passengers. At least 19 people were killed, 20 people were wounded, and more than 30 shops and seven vehicles were destroyed. No group claimed responsibility.",1,1,1,0,NA,".",0,1,1,3,"Bombing/Explosion",NA,".",NA,".",19,"Transportation",101,"Bus Station/Stop","","Civilians",153,"Pakistan",NA,".",NA,".","","",NA,".",NA,".",NA,".","","",NA,".","Unknown","","","","",-9,NA,NA,"","The specific motive for the attack is unknown.",0,NA,NA,1,0,0,NA,".",NA,NA,".",NA,NA,".",NA,6,"Explosives/Bombs/Dynamite",13,"Suicide (carried bodily by human being)",NA,".",NA,".",NA,".",NA,".",NA,".",NA,".","A suicide improvised explosive device was used in the attack.",20,0,1,20,0,0,1,3,"Minor (likely < $1 million)",NA,"The attack caused an unknown amount of property damage to 30 shops and seven vehicles.",0,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,"",NA,".",NA,"The most recent available sources listed the fatalities for this attack from 15 to 19, so the majority casualty figures have been used in order to preserve statistical accuracy in the database.","South Asia Terrorism Portal, ""Four SF Personnel Injured in Khyber Pakhtunkhwa,"" Dawn, http://www.satp.org/satporgtp/detailed_news3.asp?date3=2010%2F12%2F10#4 (December 10, 2010).","Press TV, ""Market Blast Kills 19 in NW Pakistan,"" http://www.presstv.ir/detail/154476.html (December 8, 2010).","Xiong Tong, “Suicide Attack Kills 15 in NW Pakistan,” Xinhua News Agency, December 8, 2010, http://news.xinhuanet.com/english2010/world/2010-12/08/c_13640550.htm.","ISVG",-9,-9,0,-9,""
"99302",201012100004,2010,12,10,"",0,"",153,"Pakistan",6,"South Asia","Khyber Pakhtunkhwa","Hangu",33.533541,71.057467,1,0,"In Pass Kallay area of Hangu, Khyber Pakhtunkhwa, Pakistan.","12/10/2010: On Friday afternoon, in Pass Kallay area of Hangu, Khyber Pakhtunkhwa, Pakistan, a suicide bomber rammed a tractor laden with explosives into a hospital where Shiite Muslims were praying, killing at least 14 people, including three policemen, and wounding over 16 people. Many buildings nearby the hospital were seriously damaged. No group claimed responsibility.",1,1,1,0,NA,".",0,1,1,3,"Bombing/Explosion",NA,".",NA,".",1,"Business",6,"Medical/Pharmaceutical","","A hospital was targeted in the attack.",153,"Pakistan",NA,".",NA,".","","",NA,".",NA,".",NA,".","","",NA,".","Unknown","","","","",-9,NA,NA,"","The specific motive for the attack is unknown.",0,NA,NA,1,0,0,NA,".",NA,NA,".",NA,NA,".",NA,6,"Explosives/Bombs/Dynamite",15,"Vehicle",NA,".",NA,".",NA,".",NA,".",NA,".",NA,".","A suicide bomber driving a vehicle borne improvised explosive device was used in the attack.",14,0,1,16,0,0,1,3,"Minor (likely < $1 million)",NA,"The attack caused an unknown amount of property damage to the hospital and nearby buildings.",0,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,"",NA,".",NA,"The available sources listed the fatalities for this attack from 14 to 17, and the injuries for this attack from 16 to 75, and because no majority figures were reported, the lowest proferred casualty figures were used in order to preserve statistical accuracy in the database.","South Asia Terrorism Portal, ""Three Militants and a Police Constable Killed in Khyber Pakhtunkhwa,"" http://www.presstv.ir/detail/154836.html (December 10, 2010).","First Name Last Name, “Suicide Blast Kills 15 in NW Pakistan,” Xinhua News Agency, December 10, 2010, http://news.xinhuanet.com/english2010/world/2010-12/10/c_13644263.htm.","Miral Fahmy, “UPDATE Three-Blast Kills at Least 14 in Northwest Pakistan,” Reuters, December 10, 2010, http://www.trust.org/alertnet/news/update-3-blast-kills-at-least-14-in-northwest-pakistan/.","ISVG",-9,-9,0,-9,""
"99500",201012250002,2010,12,25,"",0,"",153,"Pakistan",6,"South Asia","Federally Administered Tribal Areas","Bajaur district",34.856902,71.429936,3,0,"Khar city","12/25/2010: On Saturday morning around 0845, in Khar city in the Bajaur district of Federally Administered Tribal Areas, Pakistan, a female suicide bomber detonated her explosive vest in a large crowd of people gathering at a checkpoint near the office of the World Food Program, killing 47 and injuring at least 72 others. The bomber also threw two hand grenades into the crowd just before detonating the explosives. The attack caused an unknown amount of property damage. The Tehrik-e-Taliban Pakistan claimed responsibility for the attack. A Taliban spokesman claimed responsibility and said that the people of local Salarzai tribe were targeted as they ""support the army"" against the Taliban. Taliban spokesman Azam Tariq said that the Salarzai tribe had formed ""Lashkar"" or private army against the Taliban and that is why they were targeted. ""We will also target those in future who support the government against us,"" Tariq said.",1,1,1,0,NA,".",0,1,1,3,"Bombing/Explosion",NA,".",NA,".",14,"Private Citizens & Property",67,"Unnamed Civilian/Unspecified","Salarzai","Members of the Salarzai tribe",153,"Pakistan",NA,".",NA,".","","",NA,".",NA,".",NA,".","","",NA,".","Tehrik-i-Taliban Pakistan (TTP)","","","","",20442,NA,NA,"","A Taliban spokesman claimed responsibility and said that the people of local Salarzai tribe were targeted as they ""support the army"" against the Taliban. Taliban spokesman Azam Tariq said that the Salarzai tribe had formed ""Lashkar"" or private army against the Taliban and that is why they were targeted. ""We will also target those in future who support the government against us,"" Tariq said.",0,NA,NA,0,1,1,8,"Personal claim",NA,NA,".",NA,NA,".",NA,6,"Explosives/Bombs/Dynamite",13,"Suicide (carried bodily by human being)",NA,".",NA,".",NA,".",NA,".",NA,".",NA,".","A suicide improvised explosive device was used in the attack.",48,0,1,72,0,0,1,3,"Minor (likely < $1 million)",NA,"The attack caused an unknown amount of property damage to the checkpoint near the office of the World Food Program.",0,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,"",NA,".",NA,"The most recent available sources listed the fatalities for this attack from 42 to 43, and the injuries for this attack from 72 to 100, so the majority casualty figures have been used in order to preserve statistical accuracy in the database.","Press TV, ""Blast Kills 42, Injures 72 in Pakistan,"" http://www.presstv.ir/detail/157007.html (December 25, 2010).","Ismail Khan, “Female Bomber Kills Dozens in Pakistan, Officials Say,” New York Times, December 25, 2010, http://www.nytimes.com/2010/12/26/world/asia/26pstan.html?ref=asia.","Yan, “Pakistan Taliban Claim Responsibility for Attack on WFP Distribution Point,” Xinhua News Agency, December 27, 2010, http://news.xinhuanet.com/english2010/world/2010-12/27/c_13665482.htm.","ISVG",0,0,0,0,""
